Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Seattle,King_WA,WA,46.9,71,10,9.2,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,57.9,47,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Richmond,Contra Costa_CA,CA,60.1,67,10,4.6,0,Clear,FALSE,FALSE,TRUE,night
2,Lanett,Chambers_AL,AL,71.1,99,7,3.5,0,Light Drizzle,FALSE,FALSE,FALSE,day
3,Sun Valley,Los Angeles_CA,CA,63,93,5,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Minneapolis,Anoka_MN,MN,-4,50,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,61,97,10,4.6,0.02,Overcast,TRUE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,51.1,35,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Chantilly,Loudoun_VA,VA,39,49,10,15,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Hacienda Heights,Los Angeles_CA,CA,71,73,5,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Woodridge,DuPage_IL,IL,33.8,85,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Centreville,Fairfax_VA,VA,45,76,10,3.5,0,Overcast,FALSE,FALSE,TRUE,night
3,Escondido,San Diego_CA,CA,71.1,81,6,3.5,0,Haze,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,86,70,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Aurora,Arapahoe_CO,CO,41,41,10,15,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Houston,Harris_TX,TX,91,53,10,8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
4,Kingston,Roane_TN,TN,79,72,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,San Jose,Santa Clara_CA,CA,54,49,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Pottstown,Chester_PA,PA,69.1,100,1.5,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Dearborn,Wayne_MI,MI,60.1,55,10,15,0,Clear,TRUE,FALSE,FALSE,day
2,North Bellmore,Nassau_NY,NY,28.9,69,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Indianapolis,Marion_IN,IN,19,77,10,3.5,0,Clear,FALSE,FALSE,FALSE,twilight
3,Villanova,Delaware_PA,PA,59,94,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Springville,Utah_UT,UT,85,24,10,3,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Rosemead,Los Angeles_CA,CA,73,61,10,3,0,Cloudy,FALSE,FALSE,FALSE,day
2,Georgetown,Georgetown_SC,SC,77,83,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,77,66,10,3,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Caliente,Lincoln_NV,NV,39,93,10,3,0,Cloudy,FALSE,FALSE,FALSE,day
2,Tyrone,Fayette_GA,GA,72,97,8,0,0,Clear,FALSE,FALSE,FALSE,night
2,Baton Rouge,East Baton Rouge_LA,LA,64.9,93,9,10.4,0,Overcast,FALSE,FALSE,TRUE,night
3,Fort Lauderdale,Broward_FL,FL,82.9,69,10,17.3,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
3,Breaux Bridge,St. Martin_LA,LA,75.9,69,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,New Carlisle,Clark_OH,OH,29.3,86,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Atlanta,DeKalb_GA,GA,70,51,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Snohomish,Snohomish_WA,WA,48,89,10,6.9,0,Overcast,FALSE,FALSE,TRUE,day
2,Phoenix,Maricopa_AZ,AZ,79,11,10,12.7,0,Clear,FALSE,FALSE,TRUE,day
2,Riverside,Riverside_CA,CA,48,93,7,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
3,Cranston,Providence_RI,RI,72,66,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,San Mateo,San Mateo_CA,CA,61,59,10,10,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Florence,Florence_SC,SC,24.1,75,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Huntsville,Weber_UT,UT,50,68,10,5.8,0,Partly Cloudy,FALSE,TRUE,FALSE,day
2,Clearwater,Pinellas_FL,FL,89,63,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Sun City,Maricopa_AZ,AZ,66.2,60,10,0,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Atlanta,Fulton_GA,GA,89.1,45,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,75.9,67,10,0,0,Clear,FALSE,FALSE,FALSE,night
4,Chambersburg,Franklin_PA,PA,25,81,6,11.5,0,Haze,FALSE,FALSE,FALSE,night
2,Caledonia,Kent_MI,MI,74,91,6,10,0.02,Light Rain,FALSE,FALSE,FALSE,day
2,Webster,Monroe_NY,NY,6.1,83,5,8.1,0,Light Snow,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,63,87,10,4.6,0,Clear,TRUE,FALSE,FALSE,day
3,Inglewood,Los Angeles_CA,CA,65,68,10,10,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,69.1,51,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Center Moriches,Suffolk_NY,NY,82,37,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Osseo,Hennepin_MN,MN,89,61,10,16,0,Fair,FALSE,FALSE,FALSE,day
2,San Antonio,Bexar_TX,TX,82,85,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Madison Heights,Oakland_MI,MI,68.9,58,10,10.4,0,Overcast,FALSE,FALSE,FALSE,day
2,Spartanburg,Spartanburg_SC,SC,70,94,10,5,0,Cloudy,FALSE,FALSE,FALSE,day
3,Daleville,Delaware_IN,IN,37.9,48,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,73.4,20,10,16.1,0,Clear,FALSE,FALSE,FALSE,day
2,Cary,Wake_NC,NC,45,86,6,8.1,0,Light Rain,FALSE,FALSE,FALSE,day
2,East Rochester,Monroe_NY,NY,35,85,10,5,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,95,41,10,9.2,0,Partly Cloudy,TRUE,FALSE,FALSE,day
2,Roebuck,Spartanburg_SC,SC,68,23,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Montgomery,Montgomery_AL,AL,65.5,28,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Albuquerque,Bernalillo_NM,NM,77,36,10,17.3,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Wytheville,Wythe_VA,VA,83,66,10,3,0,Fair,FALSE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,72,73,10,0,0,Fair,FALSE,FALSE,FALSE,day
3,Newark,Alameda_CA,CA,48.2,37,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Downers Grove,DuPage_IL,IL,14,64,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Holden,Livingston_LA,LA,82.4,70,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Louisville,Jefferson_KY,KY,25,53,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,44.1,100,2,9.2,0.16,Rain,FALSE,FALSE,FALSE,night
3,Culver City,Los Angeles_CA,CA,57.9,90,9,0,0,Clear,FALSE,FALSE,FALSE,night
3,Los Angeles,Los Angeles_CA,CA,64.9,48,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,San Ramon,Contra Costa_CA,CA,64.9,70,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Norwalk,Los Angeles_CA,CA,66.9,54,10,4.6,0,Clear,FALSE,FALSE,FALSE,twilight
3,Cincinnati,Hamilton_OH,OH,28.9,92,2.5,9.2,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Ridgeland,Jasper_SC,SC,57,74,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Livonia,Wayne_MI,MI,21.9,54,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Columbus,Franklin_OH,OH,88,55,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Pelzer,Anderson_SC,SC,41,70,10,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,San Antonio,Bexar_TX,TX,79,60,10,8,0,Cloudy,FALSE,FALSE,FALSE,day
3,Centreville,Fairfax County_VA,VA,63,87,9,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Philadelphia,Philadelphia_PA,PA,84,65,10,8,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Ft Mitchell,Kenton_KY,KY,55.9,27,10,12.7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Plainview,Nassau_NY,NY,39,53,10,17.3,0,Clear,FALSE,FALSE,FALSE,day
3,Reno,Washoe_NV,NV,70,46,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Denver,Denver_CO,CO,55.4,15,60,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,82.9,56,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Palm Beach Gardens,Palm Beach_FL,FL,78,81,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
3,Villa Rica,Carroll_GA,GA,86,55,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Los Banos,Merced_CA,CA,41,70,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Plymouth,Wayne_MI,MI,62.1,84,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Broomfield,Broomfield_CO,CO,63.1,44,10,3.5,0,Clear,TRUE,FALSE,FALSE,night
2,Tulsa,Tulsa_OK,OK,53.1,93,1.8,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,48.9,77,10,12.7,0,Overcast,FALSE,FALSE,FALSE,night
2,Chattanooga,Hamilton_TN,TN,46,73,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Spartanburg,Spartanburg_SC,SC,77,47,10,8,0,Fair,TRUE,FALSE,FALSE,day
2,Bellflower,Los Angeles_CA,CA,69.1,63,8,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Venice,Sarasota_FL,FL,83,79,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Lakeside,San Diego_CA,CA,73.4,53,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Palmdale,Los Angeles_CA,CA,34,82,10,0,0,Clear,FALSE,FALSE,FALSE,night
3,Zebulon,Pike_GA,GA,62.6,94,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Pensacola,Escambia_FL,FL,79,82,10,12,0,Fair,FALSE,FALSE,FALSE,day
2,Spartanburg,Spartanburg_SC,SC,90,52,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Forest Lake,Washington_MN,MN,17.6,86,2,9.2,0,Light Snow,FALSE,FALSE,FALSE,night
2,Longmont,Weld_CO,CO,23.7,72,3,0,0,Light Snow,FALSE,FALSE,FALSE,day
3,La Puente,Los Angeles_CA,CA,96.8,32,10,11.5,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,63,78,10,8.1,0,Clear,FALSE,FALSE,FALSE,night
2,Orlando,Orange_FL,FL,59,58,10,16.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Napa,Napa_CA,CA,66.9,44,10,12.7,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Baldwin Park,Los Angeles_CA,CA,77,26,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Milwaukee,Milwaukee_WI,WI,26.1,69,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Goleta,Santa Barbara_CA,CA,72,48,10,17.3,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,San Fernando,Los Angeles_CA,CA,57.2,63,10,11.5,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Santa Clarita,Los Angeles_CA,CA,53,38,10,12,0,Fair,FALSE,FALSE,FALSE,night
4,Wheat Ridge,Jefferson_CO,CO,77,18,30,17.3,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,64.9,75,10,0,0,Clear,TRUE,FALSE,FALSE,twilight
2,Saint Paul,Ramsey_MN,MN,14,77,10,0,0,Clear,TRUE,FALSE,FALSE,day
2,Davenport,Scott_IA,IA,-2,69,10,9.2,0,Clear,TRUE,FALSE,FALSE,day
2,Los Altos,Santa Clara_CA,CA,75,55,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Atlanta,Clayton_GA,GA,64,90,10,8.1,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,Modesto,Stanislaus_CA,CA,52,83,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Burton,Genesee_MI,MI,37,67,10,13.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Columbia,Richland_SC,SC,50,80,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Charlotte,Mecklenburg_NC,NC,75,87,10,4.6,0.01,Light Rain,FALSE,FALSE,TRUE,day
3,Rancho Cucamonga,San Bernardino_CA,CA,68,49,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,night
3,Baton Rouge,East Baton Rouge_LA,LA,82.9,69,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Modesto,Stanislaus_CA,CA,46,96,1.5,0,0,Clear,FALSE,FALSE,FALSE,night
2,Columbus,Franklin_OH,OH,77,69,10,13.8,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Baton Rouge,East Baton Rouge_LA,LA,77,84,5,0,0,Fair,FALSE,FALSE,FALSE,day
2,Magna,Salt Lake_UT,UT,99,12,10,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Pioneer,Amador_CA,CA,82.4,16,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Coyote,Santa Clara_CA,CA,44.6,43,10,9.2,0,Clear,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,66.2,46,10,6.9,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Pomona,Los Angeles_CA,CA,64,37,10,6,0,Fair,TRUE,FALSE,FALSE,day
2,Rowland Heights,Los Angeles_CA,CA,73.9,57,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Boiling Springs,Spartanburg_SC,SC,62.6,68,10,3.5,0,Clear,FALSE,FALSE,TRUE,day
2,Sun City,Maricopa_AZ,AZ,53.6,47,10,13.8,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Houston,Harris_TX,TX,96.8,37,10,0,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,North Hills,Los Angeles_CA,CA,75.9,52,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Woodburn,Marion_OR,OR,70,51,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Sacramento,Sacramento_CA,CA,64.4,73,10,9.2,0,Clear,FALSE,FALSE,FALSE,twilight
2,Marianna,Jackson_FL,FL,73.9,53,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Sherman Oaks,Los Angeles_CA,CA,57,87,10,3.5,0,Overcast,FALSE,FALSE,FALSE,night
3,Durham,Durham_NC,NC,46.9,42,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Downers Grove,DuPage_IL,IL,66,75,10,5.8,0,Clear,FALSE,FALSE,TRUE,twilight
2,Corte Madera,Marin_CA,CA,80.6,39,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Mansfield,Bristol_MA,MA,78.1,37,10,9.2,0,Clear,TRUE,FALSE,FALSE,day
2,Hialeah,Miami-Dade_FL,FL,78,84,10,0,0.19,Light Rain,FALSE,FALSE,FALSE,day
2,Cincinnati,Hamilton_OH,OH,70,87,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,24.1,53,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Lansing,Ingham_MI,MI,68,73,10,18,0,Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,62,72,10,0,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Brooksville,Hernando_FL,FL,74,91,10,5,0,Fair,FALSE,FALSE,FALSE,twilight
2,Houston,Harris_TX,TX,88,67,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Lemont,Cook_IL,IL,65,93,10,9,0.07,Cloudy,FALSE,FALSE,FALSE,night
2,Byron,Contra Costa_CA,CA,60.1,53,10,17.3,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Seattle,King_WA,WA,33.1,96,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
3,Bell Gardens,Los Angeles_CA,CA,59,78,10,0,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Saint Louis,St. Louis County_MO,MO,46.9,74,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,night
2,Orlando,Orange_FL,FL,68,93,10,11.5,0.11,Overcast,FALSE,FALSE,TRUE,twilight
3,Orlando,Orange_FL,FL,80.1,87,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,43,93,6,12.7,0.02,Light Rain,FALSE,FALSE,TRUE,night
2,Flint,Genesee_MI,MI,77,74,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Englewood,Arapahoe_CO,CO,61,12,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,61,97,2,3.5,0.13,Rain,FALSE,FALSE,FALSE,day
3,Sunol,Alameda_CA,CA,66,56,10,3.5,0,Clear,FALSE,FALSE,FALSE,night
2,Mount Pleasant,Westmoreland_PA,PA,66,100,8,13,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Orlando,Orange_FL,FL,75.9,82,10,11.5,0,Overcast,FALSE,FALSE,TRUE,night
1,Zebulon,Wake_NC,NC,60.8,100,10,3.5,0.01,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Waynesville,Warren_OH,OH,57,44,10,16.1,0,Clear,FALSE,FALSE,TRUE,day
2,Woodruff,Rich_UT,UT,81,14,10,21,0,Fair / Windy,FALSE,FALSE,FALSE,day
2,Cerritos,Los Angeles_CA,CA,76,30,10,0,0,Fair,FALSE,FALSE,FALSE,twilight
2,La Marque,Galveston_TX,TX,46,93,6,23,0.06,Rain,FALSE,FALSE,FALSE,day
2,Derby,New Haven_CT,CT,28,72,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
3,Birmingham,Jefferson_AL,AL,42.1,73,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Camden,Camden_NJ,NJ,71,23,10,15,0,Partly Cloudy,TRUE,FALSE,FALSE,day
3,South Richmond Hill,Queens_NY,NY,57,100,10,10.4,0.03,Light Rain,FALSE,FALSE,TRUE,day
3,Hillside,Cook_IL,IL,71.1,61,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,night
4,Fredericksburg,Spotsylvania_VA,VA,76,85,10,5,0,Fair,FALSE,FALSE,FALSE,twilight
2,Augusta,Richmond_GA,GA,64,48,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Norwalk,Los Angeles_CA,CA,84,49,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,San Francisco,San Francisco_CA,CA,57,59,10,7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
4,Vernon,Oneida_NY,NY,23,78,10,19.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Lake Mary,Seminole_FL,FL,89,45,10,10,0,Fair,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,73,66,10,12,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Greenwood,Greenwood_SC,SC,48,41,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,80.6,32,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Greenville,Greenville_SC,SC,57,100,2,10.4,0.01,Overcast,FALSE,FALSE,TRUE,day
2,Houston,Harris_TX,TX,80.1,67,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,84.2,74,10,8.1,0,Clear,FALSE,FALSE,TRUE,night
2,Houston,Harris_TX,TX,48.2,87,10,12.7,0,Overcast,FALSE,FALSE,FALSE,day
2,Hazel Green,Grant_WI,WI,32,100,4,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,89,39,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,75.2,100,8,3.5,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Fairburn,Fulton_GA,GA,46.9,86,9,15,0,Light Rain,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,63,52,10,5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,48.9,50,10,6.9,0,Clear,FALSE,FALSE,TRUE,day
3,Lake Worth,Palm Beach_FL,FL,79,94,8,8.1,0.09,Light Rain,FALSE,FALSE,FALSE,day
2,Fort Worth,Tarrant_TX,TX,60.1,86,8,12.7,0,Light Drizzle,TRUE,FALSE,FALSE,twilight
2,Big Bear City,San Bernardino_CA,CA,53.6,18,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Madras,Jefferson_OR,OR,75.9,32,10,3.5,0,Smoke,FALSE,FALSE,TRUE,day
3,Cleveland,Cuyahoga_OH,OH,73,55,10,13.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Santa Rosa,Sonoma_CA,CA,53.1,96,10,3.5,0,Overcast,FALSE,FALSE,FALSE,night
2,Gray Court,Laurens_SC,SC,79,57,10,7,0,Fair,FALSE,FALSE,FALSE,day
2,Northbrook,Cook_IL,IL,26,78,3,13,0,Light Snow,FALSE,FALSE,TRUE,night
3,Ellicott City,Howard_MD,MD,81,69,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Pelzer,Anderson_SC,SC,48,82,10,6,0,Fair,FALSE,FALSE,FALSE,twilight
2,Lincoln,Middlesex_MA,MA,62.1,72,10,13.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Charlotte,Mecklenburg_NC,NC,73.9,97,10,4.6,0.01,Light Rain,FALSE,FALSE,FALSE,day
2,Salt Lake City,Salt Lake_UT,UT,55.9,37,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Los Alamitos,Orange_CA,CA,57.2,81,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Reading,Berks_PA,PA,33,89,7,5,0,Light Rain,FALSE,FALSE,FALSE,twilight
2,Springfield,Lane_OR,OR,30.2,86,1,5.8,0,Overcast,FALSE,FALSE,FALSE,twilight
2,Oklahoma City,Oklahoma_OK,OK,48.9,69,10,17.3,0,Clear,FALSE,FALSE,TRUE,day
2,Austin,Travis_TX,TX,99,30,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,York,York_PA,PA,69.1,49,10,4.6,0,Clear,FALSE,TRUE,FALSE,day
2,Frisco,Summit_CO,CO,46.4,57,10,17.3,0,Clear,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,81,35,10,8,0,Fair,TRUE,FALSE,FALSE,day
2,Vero Beach,Indian River_FL,FL,66,47,10,13.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Gaffney,Cherokee_SC,SC,63,100,4,5,0,Cloudy,FALSE,FALSE,FALSE,twilight
2,Phoenix,Maricopa_AZ,AZ,54,100,10,3.5,0,Light Rain,FALSE,FALSE,FALSE,twilight
2,Campobello,Spartanburg_SC,SC,77,79,10,6,0,Fair,FALSE,FALSE,FALSE,day
2,Fowler,Fresno_CA,CA,75,28,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Long Beach,Los Angeles_CA,CA,68,63,10,8.1,0,Scattered Clouds,TRUE,FALSE,FALSE,day
3,Sun Valley,Los Angeles_CA,CA,91.9,20,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,44,63,10,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,68,73,9,10.4,0,Clear,FALSE,FALSE,FALSE,day
2,Smyrna,New Castle_DE,DE,50.2,85,10,8.1,0,Clear,FALSE,FALSE,FALSE,night
2,Live Oak,Suwannee_FL,FL,37,75,10,9,0,Fair,FALSE,FALSE,FALSE,twilight
4,Salem,Marion_OR,OR,34,70,10,4.6,0,Clear,FALSE,TRUE,FALSE,night
3,Columbus,Franklin_OH,OH,33,82,6,24,0,Light Snow / Windy,FALSE,FALSE,FALSE,day
3,New Buffalo,Berrien_MI,MI,10.4,67,7,6.9,0,Light Snow,FALSE,FALSE,FALSE,day
3,Hallandale,Broward_FL,FL,73.9,79,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Altoona,Blair_PA,PA,28,88,0.5,6.9,0,Snow,FALSE,FALSE,FALSE,day
2,Duluth,Fulton_GA,GA,57.2,94,10,0,0,Clear,FALSE,FALSE,TRUE,day
3,Los Angeles,Los Angeles_CA,CA,73,76,10,5.8,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dallas,Dallas_TX,TX,61,100,3,20,0,Rain,FALSE,FALSE,TRUE,day
2,Gig Harbor,Pierce_WA,WA,70,49,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Edmond,Oklahoma_OK,OK,28.9,47,10,6.9,0,Clear,FALSE,TRUE,FALSE,night
3,San Antonio,Bexar_TX,TX,64.6,28,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Hawthorne,Los Angeles_CA,CA,73,53,10,8,0,Fair,FALSE,FALSE,FALSE,day
2,Tulsa,Tulsa_OK,OK,41,55,7,17.3,0,Overcast,FALSE,FALSE,TRUE,night
3,Denville,Morris_NJ,NJ,44.6,49,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Orange,Orange_CA,CA,69.1,84,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,69,63,10,5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,French Gulch,Shasta_CA,CA,98.6,19,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
2,Tampa,Hillsborough_FL,FL,84.2,89,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
2,Duncan,Spartanburg_SC,SC,82,58,10,0,0,Clear,FALSE,FALSE,TRUE,day
2,Cerritos,Los Angeles_CA,CA,59,87,5,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
4,Pittsburgh,Allegheny_PA,PA,26.1,63,10,9.2,0,Overcast,FALSE,FALSE,TRUE,twilight
2,Dallas,Dallas_TX,TX,76,62,10,6,0,Fair,FALSE,FALSE,FALSE,day
